Kontonummer;Kontobezeichnung;BeraterNr;MandantenNr;Wirtschaftsjahr;Gebucht bis;Saldo JVZ;EB-Wert;MVZ1;MVZ2;MVZ3;MVZ4;MVZ5;MVZ6;MVZ7;MVZ8;MVZ9;MVZ10;MVZ11;MVZ12
70200;"B Diverse";58476;17006;2022;31.07.2022;-7200,00;;0,00;0,00;0,00;0,00;0,00;0,00;-7200,00;0,00;0,00;0,00;0,00;0,00
70201;"BroadSoft Germany GmbH";58476;17006;2022;31.07.2022;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
70203;"Berlin Tyre GmbH & Co. KG";58476;17006;2022;31.07.2022;90,00;;0,00;0,00;0,00;0,00;90,00;-74,26;74,26;0,00;0,00;0,00;0,00;0,00
70204;"BIM Textil-Service GmbH";58476;17006;2022;31.07.2022;0,00;-34,89;34,89;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
70205;"BestCar Smart Repair";58476;17006;2022;31.07.2022;0,00;-476,00;476,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
70209;"Bundeskasse Kiel";58476;17006;2022;31.07.2022;152,00;116,00;0,00;0,00;0,00;0,00;36,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
70210;"Bezirksamt Tempelhof";58476;17006;2022;31.07.2022;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
70211;"Bootschule";58476;17006;2022;31.07.2022;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
70213;"BGHW";58476;17006;2022;31.07.2022;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
70400;"C Diverse";58476;17006;2022;31.07.2022;-99,00;;0,00;0,00;0,00;0,00;-99,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
70401;"Car Garantie AG";58476;17006;2022;31.07.2022;-1469,89;-383,00;383,00;0,00;0,00;0,00;-1469,89;0,00;0,00;0,00;0,00;0,00;0,00;0,00
70404;"CSB Schimmel Automobile";58476;17006;2022;31.07.2022;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
70600;"D Diverse";58476;17006;2022;31.07.2022;-899,94;;0,00;0,00;0,00;0,00;-190,94;-709,00;0,00;0,00;0,00;0,00;0,00;0,00
70601;"DayanCars";58476;17006;2022;31.07.2022;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
70604;"Der Polizeipräsident (Landeshauptkasse)";58476;17006;2022;31.07.2022;-10,00;;0,00;0,00;0,00;0,00;0,00;0,00;-10,00;0,00;0,00;0,00;0,00;0,00
70605;"DEVK";58476;17006;2022;31.07.2022;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
70607;"Düring Event GmbH";58476;17006;2022;31.07.2022;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
70800;"E Diverse";58476;17006;2022;31.07.2022;-266,00;;266,00;-266,00;-266,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
70801;"1u1 Telecom GmbH";58476;17006;2022;31.07.2022;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
70802;"engelbert strauss GmbH & Co. KG";58476;17006;2022;31.07.2022;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
70803;"E.ON";58476;17006;2022;31.07.2022;-463,88;;-266,00;-98,94;-98,94;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
70804;"eBay";58476;17006;2022;31.07.2022;49,05;;0,00;0,00;0,00;-30,00;44,05;35,00;0,00;0,00;0,00;0,00;0,00;0,00
70806;"Kosteneinziehungsstelle der Justiz ";58476;17006;2022;31.07.2022;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
70807;"EOS Fahrzeugtechnik GbR";58476;17006;2022;31.07.2022;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71000;"F Diverse";58476;17006;2022;31.07.2022;-24,70;;0,00;0,00;0,00;0,00;-24,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71002;"Finanzamt Steglitz";58476;17006;2022;31.07.2022;1121,44;;0,00;0,00;0,00;0,00;0,00;0,00;1121,44;0,00;0,00;0,00;0,00;0,00
71004;"FGM Autmobil GmbH";58476;17006;2022;31.07.2022;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71200;"G Diverse";58476;17006;2022;31.07.2022;-1000,00;;0,00;0,00;0,00;0,00;-1000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71205;"Glaubitz GmbH & Co. KG";58476;17006;2022;31.07.2022;-187,43;;0,00;0,00;0,00;0,00;0,00;-187,43;0,00;0,00;0,00;0,00;0,00;0,00
71400;"H Diverse";58476;17006;2022;31.07.2022;-528,38;;0,00;0,00;0,00;0,00;-500,00;-28,38;0,00;0,00;0,00;0,00;0,00;0,00
71401;"Hennig Fahrzeugteile GmbH & Co. KG";58476;17006;2022;31.07.2022;-270,28;-270,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71402;"Hauptzollamt Frankfurt (Oder)";58476;17006;2022;31.07.2022;-234,82;;0,00;-126,82;-108,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71403;"Handwerkskammer Berlin";58476;17006;2022;31.07.2022;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71405;"HRW - Horst Rothbart Werkstattausrüstung";58476;17006;2022;31.07.2022;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71406;"HighLine Autoteile GmbH";58476;17006;2022;31.07.2022;149,00;;0,00;0,00;0,00;149,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71601;"Innung des kfz-Gewerbes Berlin";58476;17006;2022;31.07.2022;-205,47;;0,00;0,00;0,00;0,00;0,00;0,00;-205,47;0,00;0,00;0,00;0,00;0,00
71604;"Isar Werbeflächen";58476;17006;2022;31.07.2022;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
72000;"K Diverse";58476;17006;2022;31.07.2022;-379,99;;0,00;0,00;0,00;0,00;0,00;-379,99;0,00;0,00;0,00;0,00;0,00;0,00
72200;"L Diverse";58476;17006;2022;31.07.2022;-900,00;;0,00;0,00;0,00;0,00;0,00;-900,00;0,00;0,00;0,00;0,00;0,00;0,00
72201;"Landeshauptkasse Berlin";58476;17006;2022;31.07.2022;20,00;;0,00;0,00;0,00;0,00;0,00;0,00;20,00;0,00;0,00;0,00;0,00;0,00
72203;"Lutosch";58476;17006;2022;31.07.2022;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
72400;"M Diverse";58476;17006;2022;31.07.2022;-148,79;;0,00;0,00;0,00;0,00;-63,89;-84,90;0,00;0,00;0,00;0,00;0,00;0,00
72401;"Mobile.de GmbH";58476;17006;2022;31.07.2022;0,00;-852,62;852,62;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
72402;"Mercedes Benz AirportCenter";58476;17006;2022;31.07.2022;-251,09;-251,09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
72405;"MBM Skyline UG";58476;17006;2022;31.07.2022;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
72406;"MMM Automotive ";58476;17006;2022;31.07.2022;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
72600;"N Diverse";58476;17006;2022;31.07.2022;-18900,00;;0,00;0,00;0,00;0,00;0,00;-18900,00;0,00;0,00;0,00;0,00;0,00;0,00
73000;"P, Q Diverse";58476;17006;2022;31.07.2022;3062,66;;0,00;0,00;0,00;0,00;1262,66;0,00;1800,00;0,00;0,00;0,00;0,00;0,00
73004;"PV Automotive GmbH";58476;17006;2022;31.07.2022;616,09;-1082,91;1235,11;0,00;276,73;-865,02;3303,85;-4186,11;1934,44;0,00;0,00;0,00;0,00;0,00
73005;"Payone GmbH";58476;17006;2022;31.07.2022;667,76;636,19;31,57;0,00;0,00;0,00;-28,37;0,00;28,37;0,00;0,00;0,00;0,00;0,00
73006;"Propus-GmbH";58476;17006;2022;31.07.2022;-159,98;-159,98;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
73200;"R Diverse";58476;17006;2022;31.07.2022;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
73201;"Reifen B. Göggel e. Kfm.";58476;17006;2022;31.07.2022;-289,40;-289,40;0,00;0,00;0,00;0,00;0,00;-1053,59;1053,59;0,00;0,00;0,00;0,00;0,00
73202;"Renault Retail Group GmbH";58476;17006;2022;31.07.2022;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
73203;"REMONDIS GmbH + Co. KG (Region Ost)";58476;17006;2022;31.07.2022;-103,91;-132,80;0,00;0,00;0,00;0,00;28,89;-148,27;148,27;0,00;0,00;0,00;0,00;0,00
73204;"Riller & Schnauck GmbH";58476;17006;2022;31.07.2022;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
73400;"S Diverse";58476;17006;2022;31.07.2022;-254,17;;0,00;0,00;0,00;0,00;-56,30;-197,87;0,00;0,00;0,00;0,00;0,00;0,00
73401;"Santander Consumer Bank AG";58476;17006;2022;31.07.2022;-18910,68;;0,00;0,00;-590,06;0,00;-2700,00;0,00;-15620,62;0,00;0,00;0,00;0,00;0,00
73405;"Sparkasse Händlerservice";58476;17006;2022;31.07.2022;-15,46;;0,00;0,00;-25,90;0,00;-29,00;39,44;0,00;0,00;0,00;0,00;0,00;0,00
73407;"Saitow AG";58476;17006;2022;31.07.2022;34,51;;0,00;0,00;0,00;0,00;0,00;0,00;34,51;0,00;0,00;0,00;0,00;0,00
73409;"SWS Autohandel";58476;17006;2022;31.07.2022;-57,95;;0,00;0,00;0,00;0,00;0,00;-57,95;0,00;0,00;0,00;0,00;0,00;0,00
73601;"Schnell, Torsten";58476;17006;2022;31.07.2022;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
73801;"Statok GmbH";58476;17006;2022;31.07.2022;-385,34;;0,00;0,00;0,00;-114,64;0,00;-92,39;-178,31;0,00;0,00;0,00;0,00;0,00
73803;"Strato AG";58476;17006;2022;31.07.2022;-29,59;-29,59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
74000;"T Diverse";58476;17006;2022;31.07.2022;-2999,00;;0,00;0,00;0,00;0,00;-2999,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
74001;"Telekom Deutschland GmbH";58476;17006;2022;31.07.2022;0,00;-96,25;96,25;0,00;0,00;0,00;0,00;-46,33;46,33;0,00;0,00;0,00;0,00;0,00
74002;"Tyre24 Automotive Network GmbH";58476;17006;2022;31.07.2022;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
74004;"Techniker Krankenkasse";58476;17006;2022;31.07.2022;-167,40;;0,00;0,00;0,00;0,00;0,00;0,00;-167,40;0,00;0,00;0,00;0,00;0,00
74200;"U Diverse";58476;17006;2022;31.07.2022;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
74400;"V Diverse";58476;17006;2022;31.07.2022;-12,99;;0,00;0,00;0,00;0,00;-12,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00
74401;"Vodafon";58476;17006;2022;31.07.2022;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
74402;"Vattenfall Europe Sales";58476;17006;2022;31.07.2022;-48,23;-210,33;-22,00;0,00;22,00;0,00;162,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00
74601;"Württembergische";58476;17006;2022;31.07.2022;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
74801;"YSF-Autoteile";58476;17006;2022;31.07.2022;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
74802;"Zentrum für soziale Unterstützung e.V.";58476;17006;2022;31.07.2022;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
74803;"Yareto GmbH";58476;17006;2022;31.07.2022;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
